UserID,avg_rating,rating_std,total_ratings,min_rating,max_rating,rating_2_count,rating_3_count,rating_4_count,rating_5_count,avg_time_spent,time_spent_std,total_time_spent,max_time_spent,session_count,total_likes,total_shares,total_comments,like_rate,share_rate,comment_rate,num_preferred_industries,unique_industries_explored,browse_diversity_score,prefers_large_corp,prefers_startup,prefers_bulk_orders,prefers_sea_freight,receives_alerts
1035,4.437,0.777,119.0,2.0,5.0,3.0,12.0,34.0,70.0,54.255,28.526,6456.387,136.293,119.0,27.0,8.0,6.0,0.227,0.067,0.05,3,6,2.0,1,0,1,1,0
1036,4.275,0.908,142.0,2.0,5.0,9.0,17.0,42.0,74.0,58.268,37.731,8274.074,229.11,142.0,43.0,9.0,3.0,0.303,0.063,0.021,3,6,2.0,0,0,1,0,1
1037,4.268,0.921,127.0,2.0,5.0,7.0,20.0,32.0,68.0,55.074,35.709,6994.388,169.987,127.0,22.0,17.0,6.0,0.173,0.134,0.047,2,6,3.0,0,0,0,0,1
1038,4.714,0.458,35.0,4.0,5.0,0.0,0.0,10.0,25.0,58.777,31.926,2057.193,143.678,35.0,9.0,3.0,0.0,0.257,0.086,0.0,2,1,0.5,0,1,0,0,0
1039,4.234,0.872,77.0,2.0,5.0,4.0,10.0,27.0,36.0,58.491,38.583,4503.817,191.671,77.0,16.0,7.0,4.0,0.208,0.091,0.052,2,6,3.0,0,0,0,1,0
1040,4.419,0.818,86.0,2.0,5.0,3.0,9.0,23.0,51.0,56.258,33.008,4838.147,172.745,86.0,27.0,4.0,5.0,0.314,0.047,0.058,2,6,3.0,1,0,1,0,1
1041,4.037,0.914,81.0,2.0,5.0,4.0,20.0,26.0,31.0,55.856,40.912,4524.325,231.796,81.0,20.0,6.0,5.0,0.247,0.074,0.062,1,6,6.0,0,0,0,0,0
1042,4.656,0.54,157.0,3.0,5.0,0.0,5.0,44.0,108.0,53.284,24.773,8365.516,151.569,157.0,49.0,18.0,7.0,0.312,0.115,0.045,3,6,2.0,1,0,0,0,1
1043,4.445,0.717,137.0,2.0,5.0,2.0,12.0,46.0,77.0,58.81,37.157,8057.012,264.021,137.0,37.0,15.0,9.0,0.27,0.109,0.066,2,5,2.5,1,0,0,0,0
1044,4.717,0.454,60.0,4.0,5.0,0.0,0.0,17.0,43.0,61.851,31.801,3711.051,223.035,60.0,12.0,8.0,3.0,0.2,0.133,0.05,2,2,1.0,0,1,0,0,1
1045,4.153,0.854,98.0,2.0,5.0,3.0,20.0,34.0,41.0,50.619,27.688,4960.659,135.193,98.0,25.0,10.0,3.0,0.255,0.102,0.031,1,6,6.0,0,0,1,0,1
1046,4.0,0.947,59.0,2.0,5.0,3.0,17.0,16.0,23.0,45.028,30.968,2656.645,138.148,59.0,14.0,4.0,1.0,0.237,0.068,0.017,1,6,6.0,0,0,0,1,0
1047,4.298,0.9,131.0,2.0,5.0,6.0,21.0,32.0,72.0,51.373,29.598,6729.898,155.493,131.0,36.0,9.0,9.0,0.275,0.069,0.069,2,6,3.0,0,0,0,1,0
1048,4.036,0.934,56.0,2.0,5.0,3.0,14.0,17.0,22.0,45.813,27.295,2565.514,108.294,56.0,14.0,3.0,2.0,0.25,0.054,0.036,1,5,5.0,1,0,0,0,1
1049,4.786,0.426,14.0,4.0,5.0,0.0,0.0,3.0,11.0,55.302,24.646,774.229,115.394,14.0,2.0,1.0,0.0,0.143,0.071,0.0,1,1,1.0,0,1,1,1,1
1050,3.571,0.988,119.0,2.0,5.0,16.0,46.0,30.0,27.0,42.396,29.467,5045.145,154.089,119.0,31.0,7.0,6.0,0.261,0.059,0.05,1,6,6.0,0,0,1,1,1
1051,4.344,0.912,64.0,2.0,5.0,4.0,7.0,16.0,37.0,55.155,30.108,3529.891,129.427,64.0,17.0,5.0,3.0,0.266,0.078,0.047,1,6,6.0,1,0,0,0,0
1052,4.315,0.798,111.0,2.0,5.0,2.0,17.0,36.0,56.0,53.78,31.059,5969.596,180.221,111.0,31.0,11.0,4.0,0.279,0.099,0.036,1,6,6.0,0,0,0,0,0
1053,3.593,0.951,113.0,2.0,5.0,14.0,41.0,35.0,23.0,42.212,34.26,4769.935,176.237,113.0,29.0,4.0,8.0,0.257,0.035,0.071,1,6,6.0,0,0,1,1,1
1054,4.737,0.442,99.0,4.0,5.0,0.0,0.0,26.0,73.0,62.507,33.609,6188.175,254.279,99.0,23.0,6.0,6.0,0.232,0.061,0.061,3,3,1.0,0,1,1,0,0
1055,3.904,0.99,104.0,2.0,5.0,9.0,29.0,29.0,37.0,50.213,40.505,5222.134,258.903,104.0,30.0,14.0,3.0,0.288,0.135,0.029,1,6,6.0,0,0,0,0,1
1056,4.6,0.498,30.0,4.0,5.0,0.0,0.0,12.0,18.0,61.424,32.131,1842.721,174.572,30.0,8.0,2.0,2.0,0.267,0.067,0.067,1,1,1.0,0,1,0,0,1
1057,4.667,0.488,15.0,4.0,5.0,0.0,0.0,5.0,10.0,60.167,26.535,902.499,128.003,15.0,3.0,2.0,0.0,0.2,0.133,0.0,1,1,1.0,0,1,0,0,1
1058,4.182,0.896,99.0,2.0,5.0,5.0,17.0,32.0,45.0,51.875,37.403,5135.667,194.356,99.0,19.0,11.0,7.0,0.192,0.111,0.071,3,6,2.0,0,0,0,1,0
1059,4.264,0.944,53.0,2.0,5.0,3.0,9.0,12.0,29.0,53.126,35.323,2815.673,192.75,53.0,13.0,7.0,4.0,0.245,0.132,0.075,2,5,2.5,1,0,1,0,0
1060,4.349,0.847,83.0,2.0,5.0,4.0,8.0,26.0,45.0,56.833,32.669,4717.159,199.129,83.0,22.0,12.0,5.0,0.265,0.145,0.06,2,6,3.0,0,0,0,1,0
1061,3.733,0.939,45.0,2.0,5.0,3.0,18.0,12.0,12.0,42.993,33.891,1934.687,154.965,45.0,7.0,4.0,1.0,0.156,0.089,0.022,1,6,6.0,0,0,1,0,1
1062,4.219,0.897,96.0,2.0,5.0,4.0,18.0,27.0,47.0,49.647,28.683,4766.12,145.463,96.0,24.0,8.0,4.0,0.25,0.083,0.042,1,6,6.0,0,0,1,1,1
1063,4.673,0.471,98.0,4.0,5.0,0.0,0.0,32.0,66.0,61.211,32.392,5998.679,190.652,98.0,26.0,12.0,3.0,0.265,0.122,0.031,2,2,1.0,0,1,0,1,0
1064,4.352,0.885,88.0,2.0,5.0,5.0,9.0,24.0,50.0,55.114,28.978,4850.053,132.06,88.0,20.0,9.0,3.0,0.227,0.102,0.034,3,5,1.6666666666666667,1,0,1,0,1
1065,4.219,0.879,151.0,2.0,5.0,7.0,24.0,49.0,71.0,53.157,38.689,8026.75,257.019,151.0,32.0,12.0,7.0,0.212,0.079,0.046,1,6,6.0,0,0,0,0,1
1066,4.753,0.434,93.0,4.0,5.0,0.0,0.0,23.0,70.0,54.07,33.271,5028.492,235.954,93.0,23.0,10.0,2.0,0.247,0.108,0.022,2,1,0.5,0,1,0,1,1
1067,4.615,0.493,39.0,4.0,5.0,0.0,0.0,15.0,24.0,61.247,32.717,2388.619,166.626,39.0,12.0,3.0,4.0,0.308,0.077,0.103,1,1,1.0,0,1,0,0,1
1068,4.723,0.451,65.0,4.0,5.0,0.0,0.0,18.0,47.0,67.343,33.495,4377.267,162.273,65.0,12.0,7.0,2.0,0.185,0.108,0.031,2,2,1.0,0,1,0,0,0
1069,4.269,0.931,52.0,2.0,5.0,3.0,8.0,13.0,28.0,63.299,44.581,3291.533,204.59,52.0,15.0,3.0,1.0,0.288,0.058,0.019,2,6,3.0,1,0,0,0,1
1070,4.343,0.873,102.0,2.0,5.0,6.0,9.0,31.0,56.0,54.727,31.663,5582.174,175.724,102.0,30.0,7.0,2.0,0.294,0.069,0.02,1,5,5.0,0,0,0,0,0
1071,4.614,0.625,197.0,2.0,5.0,3.0,6.0,55.0,133.0,60.928,34.836,12002.79,219.199,197.0,55.0,20.0,5.0,0.279,0.102,0.025,3,5,1.6666666666666667,1,0,0,0,1
1072,4.481,0.838,81.0,2.0,5.0,5.0,3.0,21.0,52.0,53.422,28.863,4327.171,152.766,81.0,20.0,4.0,4.0,0.247,0.049,0.049,2,6,3.0,1,0,0,1,1
1073,4.388,0.771,147.0,2.0,5.0,4.0,14.0,50.0,79.0,55.742,32.551,8194.121,190.417,147.0,39.0,13.0,5.0,0.265,0.088,0.034,1,6,6.0,0,0,0,0,1
1074,3.977,0.915,87.0,2.0,5.0,4.0,25.0,27.0,31.0,48.904,33.882,4254.651,163.747,87.0,25.0,11.0,4.0,0.287,0.126,0.046,1,6,6.0,0,0,0,1,0
1075,4.062,0.959,80.0,2.0,5.0,5.0,19.0,22.0,34.0,50.692,33.973,4055.339,192.721,80.0,16.0,5.0,3.0,0.2,0.062,0.038,1,6,6.0,0,0,0,0,0
1076,4.585,0.61,65.0,3.0,5.0,0.0,4.0,19.0,42.0,58.873,34.071,3826.745,147.823,65.0,22.0,5.0,3.0,0.338,0.077,0.046,2,5,2.5,1,0,0,1,0
1077,4.263,0.978,38.0,2.0,5.0,3.0,5.0,9.0,21.0,59.837,46.587,2273.796,193.439,38.0,9.0,3.0,2.0,0.237,0.079,0.053,1,5,5.0,1,0,0,0,1
1078,4.68,0.476,25.0,4.0,5.0,0.0,0.0,8.0,17.0,51.967,25.947,1299.182,134.665,25.0,7.0,0.0,2.0,0.28,0.0,0.08,1,1,1.0,0,1,1,1,0
1079,4.714,0.454,98.0,4.0,5.0,0.0,0.0,28.0,70.0,64.245,43.667,6296.025,300.0,98.0,26.0,6.0,4.0,0.265,0.061,0.041,2,2,1.0,0,1,0,1,1
1080,4.52,0.51,25.0,4.0,5.0,0.0,0.0,12.0,13.0,73.786,24.667,1844.654,121.992,25.0,10.0,2.0,2.0,0.4,0.08,0.08,2,2,1.0,0,1,0,0,1
1081,4.393,0.807,84.0,2.0,5.0,2.0,11.0,23.0,48.0,57.072,37.35,4794.032,211.748,84.0,23.0,7.0,8.0,0.274,0.083,0.095,1,6,6.0,0,0,0,1,1
1082,4.695,0.463,82.0,4.0,5.0,0.0,0.0,25.0,57.0,57.266,26.849,4695.776,141.026,82.0,25.0,10.0,4.0,0.305,0.122,0.049,3,3,1.0,0,1,0,0,1
1083,4.208,0.952,120.0,2.0,5.0,8.0,20.0,31.0,61.0,56.312,40.125,6757.459,259.522,120.0,31.0,11.0,7.0,0.258,0.092,0.058,2,6,3.0,0,0,1,1,1
1084,4.347,0.891,72.0,2.0,5.0,4.0,8.0,19.0,41.0,57.765,38.91,4159.108,237.822,72.0,6.0,2.0,5.0,0.083,0.028,0.069,1,6,6.0,0,0,0,1,0
1085,4.284,0.916,102.0,2.0,5.0,9.0,5.0,36.0,52.0,56.43,37.228,5755.833,220.546,102.0,24.0,10.0,4.0,0.235,0.098,0.039,3,6,2.0,1,0,1,1,1
1086,3.802,1.036,126.0,2.0,5.0,16.0,34.0,35.0,41.0,43.788,29.929,5517.274,157.95,126.0,23.0,9.0,5.0,0.183,0.071,0.04,1,6,6.0,0,0,1,0,1
1087,4.083,0.936,121.0,2.0,5.0,8.0,24.0,39.0,50.0,48.966,32.595,5924.931,212.928,121.0,37.0,5.0,1.0,0.306,0.041,0.008,2,6,3.0,0,0,0,1,0
1088,4.306,0.851,111.0,2.0,5.0,5.0,13.0,36.0,57.0,59.562,35.897,6611.411,201.025,111.0,31.0,8.0,3.0,0.279,0.072,0.027,3,6,2.0,0,0,0,0,1
1089,4.066,0.914,76.0,2.0,5.0,3.0,20.0,22.0,31.0,52.561,42.313,3994.652,228.745,76.0,21.0,8.0,1.0,0.276,0.105,0.013,1,6,6.0,0,0,0,1,0
1090,4.156,0.933,96.0,2.0,5.0,7.0,14.0,32.0,43.0,58.104,35.899,5578.0,182.982,96.0,21.0,7.0,1.0,0.219,0.073,0.01,1,6,6.0,0,0,0,1,1
1091,4.56,0.68,141.0,2.0,5.0,2.0,9.0,38.0,92.0,55.703,30.877,7854.094,204.044,141.0,50.0,14.0,3.0,0.355,0.099,0.021,3,6,2.0,0,0,0,1,0
1092,4.143,0.941,140.0,2.0,5.0,8.0,29.0,38.0,65.0,55.195,41.938,7727.298,295.507,140.0,35.0,7.0,11.0,0.25,0.05,0.079,2,6,3.0,0,0,0,1,1
1093,4.254,0.939,59.0,2.0,5.0,5.0,5.0,19.0,30.0,64.132,46.142,3783.791,210.432,59.0,18.0,7.0,2.0,0.305,0.119,0.034,2,5,2.5,1,0,1,0,1
1094,4.371,0.797,151.0,2.0,5.0,4.0,18.0,47.0,82.0,55.211,31.488,8336.844,164.812,151.0,45.0,10.0,9.0,0.298,0.066,0.06,3,6,2.0,0,0,1,0,1
1095,4.518,0.718,137.0,2.0,5.0,3.0,9.0,39.0,86.0,60.354,33.686,8268.468,198.937,137.0,40.0,8.0,7.0,0.292,0.058,0.051,3,6,2.0,0,0,0,1,1
1096,4.338,0.863,136.0,2.0,5.0,8.0,11.0,44.0,73.0,60.1,34.861,8173.63,264.776,136.0,35.0,15.0,4.0,0.257,0.11,0.029,2,6,3.0,0,0,1,0,0
1097,4.392,0.869,79.0,2.0,5.0,4.0,8.0,20.0,47.0,53.698,25.9,4242.157,119.613,79.0,25.0,5.0,3.0,0.316,0.063,0.038,1,6,6.0,0,0,0,0,0
1098,4.597,0.618,144.0,2.0,5.0,1.0,7.0,41.0,95.0,57.661,28.99,8303.18,151.84,144.0,45.0,16.0,12.0,0.312,0.111,0.083,3,6,2.0,1,0,0,0,0
1099,4.386,0.861,57.0,2.0,5.0,2.0,8.0,13.0,34.0,56.322,28.877,3210.341,122.002,57.0,10.0,6.0,2.0,0.175,0.105,0.035,2,5,2.5,1,0,0,0,0
1100,4.333,0.938,126.0,2.0,5.0,9.0,14.0,29.0,74.0,57.67,32.432,7266.479,151.073,126.0,40.0,15.0,7.0,0.317,0.119,0.056,3,6,2.0,0,0,1,0,1
1101,4.5,0.783,90.0,2.0,5.0,3.0,7.0,22.0,58.0,52.88,33.002,4759.24,217.933,90.0,26.0,12.0,4.0,0.289,0.133,0.044,3,6,2.0,1,0,0,0,0
1102,4.333,0.831,87.0,2.0,5.0,2.0,14.0,24.0,47.0,53.105,28.592,4620.138,144.97,87.0,18.0,8.0,6.0,0.207,0.092,0.069,2,6,3.0,0,0,0,1,0
1103,3.919,0.986,99.0,2.0,5.0,10.0,22.0,33.0,34.0,47.502,29.973,4702.684,150.417,99.0,23.0,5.0,7.0,0.232,0.051,0.071,1,6,6.0,0,0,1,0,1
1104,4.544,0.64,114.0,2.0,5.0,1.0,6.0,37.0,70.0,60.226,29.925,6865.811,149.043,114.0,24.0,5.0,5.0,0.211,0.044,0.044,3,5,1.6666666666666667,1,0,0,1,1
1105,4.272,0.866,92.0,2.0,5.0,3.0,16.0,26.0,47.0,55.716,34.109,5125.832,160.481,92.0,18.0,6.0,0.0,0.196,0.065,0.0,3,6,2.0,0,0,1,0,1
1106,4.011,0.923,89.0,2.0,5.0,5.0,22.0,29.0,33.0,46.197,24.82,4111.57,120.871,89.0,27.0,5.0,3.0,0.303,0.056,0.034,1,6,6.0,0,0,0,0,1
1107,4.585,0.626,123.0,2.0,5.0,1.0,6.0,36.0,80.0,55.797,29.555,6863.051,172.918,123.0,42.0,13.0,8.0,0.341,0.106,0.065,2,6,3.0,0,0,0,1,0
1108,4.635,0.485,63.0,4.0,5.0,0.0,0.0,23.0,40.0,63.783,30.498,4018.35,174.392,63.0,21.0,3.0,1.0,0.333,0.048,0.016,3,2,0.6666666666666666,0,1,0,0,1
1109,4.362,0.792,47.0,2.0,5.0,2.0,3.0,18.0,24.0,58.413,32.744,2745.422,150.068,47.0,12.0,3.0,1.0,0.255,0.064,0.021,1,5,5.0,1,0,0,0,1
1110,4.39,0.857,82.0,2.0,5.0,4.0,8.0,22.0,48.0,52.324,29.622,4290.573,147.354,82.0,20.0,12.0,3.0,0.244,0.146,0.037,2,6,3.0,0,0,0,0,0
1111,3.741,1.105,108.0,2.0,5.0,18.0,29.0,24.0,37.0,41.185,33.091,4447.965,190.869,108.0,21.0,9.0,5.0,0.194,0.083,0.046,1,6,6.0,0,0,1,0,0
1112,4.469,0.715,162.0,2.0,5.0,3.0,12.0,53.0,94.0,60.324,31.843,9772.508,234.406,162.0,47.0,12.0,5.0,0.29,0.074,0.031,3,6,2.0,0,0,0,0,1
1113,4.305,0.833,105.0,2.0,5.0,4.0,13.0,35.0,53.0,55.296,33.963,5806.108,197.626,105.0,28.0,7.0,6.0,0.267,0.067,0.057,2,6,3.0,0,0,0,0,0
1114,4.701,0.461,77.0,4.0,5.0,0.0,0.0,23.0,54.0,59.755,31.703,4601.121,203.607,77.0,25.0,6.0,7.0,0.325,0.078,0.091,3,2,0.6666666666666666,0,1,0,0,0
1115,4.678,0.621,146.0,2.0,5.0,2.0,6.0,29.0,109.0,58.671,33.719,8565.961,221.558,146.0,38.0,15.0,8.0,0.26,0.103,0.055,3,6,2.0,1,0,0,0,0
1116,4.556,0.506,27.0,4.0,5.0,0.0,0.0,12.0,15.0,58.726,24.228,1585.611,110.185,27.0,7.0,1.0,2.0,0.259,0.037,0.074,1,1,1.0,0,1,0,0,0
1117,3.776,1.016,85.0,2.0,5.0,11.0,22.0,27.0,25.0,42.051,29.174,3574.34,157.277,85.0,27.0,12.0,2.0,0.318,0.141,0.024,1,6,6.0,0,0,1,1,1
1118,4.677,0.471,62.0,4.0,5.0,0.0,0.0,20.0,42.0,60.622,27.845,3758.592,147.978,62.0,15.0,10.0,3.0,0.242,0.161,0.048,3,2,0.6666666666666666,0,1,0,0,0
1119,4.694,0.464,85.0,4.0,5.0,0.0,0.0,26.0,59.0,54.407,23.612,4624.574,124.297,85.0,24.0,13.0,3.0,0.282,0.153,0.035,3,2,0.6666666666666666,0,1,0,0,1
1120,4.604,0.665,101.0,2.0,5.0,2.0,4.0,26.0,69.0,57.793,28.872,5837.068,166.76,101.0,34.0,1.0,2.0,0.337,0.01,0.02,3,5,1.6666666666666667,0,0,1,0,0
1121,4.5,0.791,92.0,2.0,5.0,4.0,5.0,24.0,59.0,56.033,30.659,5155.058,161.676,92.0,21.0,11.0,4.0,0.228,0.12,0.043,2,5,2.5,1,0,0,0,0
1122,4.211,0.903,109.0,2.0,5.0,6.0,17.0,34.0,52.0,53.003,30.792,5777.307,169.779,109.0,24.0,7.0,7.0,0.22,0.064,0.064,1,6,6.0,0,0,0,0,1
1124,4.402,0.778,122.0,2.0,5.0,3.0,13.0,38.0,68.0,57.127,38.837,6969.435,295.564,122.0,28.0,12.0,7.0,0.23,0.098,0.057,2,6,3.0,0,0,0,0,1
1125,4.743,0.443,35.0,4.0,5.0,0.0,0.0,9.0,26.0,63.08,30.417,2207.813,128.924,35.0,7.0,4.0,0.0,0.2,0.114,0.0,2,1,0.5,0,1,0,0,0
1126,4.172,0.93,87.0,2.0,5.0,5.0,16.0,25.0,41.0,45.925,29.584,3995.441,185.05,87.0,21.0,7.0,2.0,0.241,0.08,0.023,1,6,6.0,0,0,0,0,1
1127,4.355,0.851,62.0,2.0,5.0,3.0,6.0,19.0,34.0,58.049,41.234,3599.016,282.557,62.0,10.0,7.0,4.0,0.161,0.113,0.065,1,5,5.0,1,0,1,1,0
1128,4.818,0.395,22.0,4.0,5.0,0.0,0.0,4.0,18.0,69.635,26.837,1531.964,118.935,22.0,9.0,1.0,0.0,0.409,0.045,0.0,1,1,1.0,0,1,0,1,1
1129,4.356,0.852,90.0,2.0,5.0,4.0,10.0,26.0,50.0,61.63,42.434,5546.743,200.585,90.0,24.0,7.0,7.0,0.267,0.078,0.078,2,6,3.0,0,0,0,0,0
1130,4.427,0.738,75.0,2.0,5.0,2.0,5.0,27.0,41.0,58.973,33.629,4422.981,156.42,75.0,20.0,4.0,0.0,0.267,0.053,0.0,2,5,2.5,1,0,0,1,0
1131,4.316,0.784,117.0,2.0,5.0,5.0,8.0,49.0,55.0,56.05,33.32,6557.84,185.468,117.0,39.0,11.0,7.0,0.333,0.094,0.06,2,6,3.0,0,0,0,0,1
1132,4.255,0.935,51.0,2.0,5.0,3.0,8.0,13.0,27.0,48.812,30.535,2489.41,139.437,51.0,13.0,6.0,2.0,0.255,0.118,0.039,2,5,2.5,1,0,1,1,0
